Name	Assembly ID	Archaeal_Kingdom	Taxonomy	Completeness	Contamination	Park Quality_Score	Bioproject	Biosample	Environment_Category-ArchaeaHQ	Metagenome_source	geo_loc_name	lat_lon	Isolation_Source	Env_Broad	Env_Local	Env_medium	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	rRNA	tRNA
GCA_015522845.1_ASM1552284v1_genomic	GCA_015522845.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;unclassified Nanobdellati;Nanobdellati archaeon	89.67	0.76	88.07032079	PRJNA546572	SAMN12837218	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Pacific Ocean	34.878368 S 179.071443 E	deep-sea hydrothermal deposit	marine hydrothermal vent biome [ENVO:01000030]	marine hydrothermal vent [ENVO:01000122]	deep-sea hydrothermal deposit	0.935	25156	251.9688507	749914	0.52	931	1	30
GCA_015522745.1_ASM1552274v1_genomic	GCA_015522745.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Aenigmatarchaeota;unclassified Candidatus Aenigmatarchaeota;Candidatus Aenigmatarchaeota archaeon	94.26	0.55	93.50142947	PRJNA546572	SAMN12837223	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Pacific Ocean	34.878368 S 179.071443 E	deep-sea hydrothermal deposit	marine hydrothermal vent biome [ENVO:01000030]	marine hydrothermal vent [ENVO:01000122]	deep-sea hydrothermal deposit	0.938	9613	260.2130638	533182	0.43	643	1	27
GCA_015522765.1_ASM1552276v1_genomic	GCA_015522765.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	85.41	0.27	85.97238823	PRJNA546572	SAMN12837224	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Pacific Ocean	34.878368 S 179.071443 E	deep-sea hydrothermal deposit	marine hydrothermal vent biome [ENVO:01000030]	marine hydrothermal vent [ENVO:01000122]	deep-sea hydrothermal deposit	0.935	6680	284.963981	961221	0.47	1055	1	20
GCA_015523055.1_ASM1552305v1_genomic	GCA_015523055.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Altarchaeota;unclassified Candidatus Altarchaeota;Candidatus Altarchaeota archaeon	85.05	0.12	86.48117816	PRJNA546572	SAMN12837210	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Pacific Ocean	34.878368 S 179.071443 E	deep-sea hydrothermal deposit	marine hydrothermal vent biome [ENVO:01000030]	marine hydrothermal vent [ENVO:01000122]	deep-sea hydrothermal deposit	0.918	11544	280.6694836	973568	0.45	1065	4	17
GCA_015522865.1_ASM1552286v1_genomic	GCA_015522865.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Microcaldota;unclassified Microcaldota;Microcaldota archaeon	79.53	2.45	69.34676945	PRJNA546572	SAMN12837220	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Pacific Ocean	34.878368 S 179.071443 E	deep-sea hydrothermal deposit	marine hydrothermal vent biome [ENVO:01000030]	marine hydrothermal vent [ENVO:01000122]	deep-sea hydrothermal deposit	0.929	13600	269.2300532	652037	0.38	752	0	13
GCA_015522475.1_ASM1552247v1_genomic	GCA_015522475.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Microcaldota;unclassified Microcaldota;Microcaldota archaeon	88.16	4.09	70.30210715	PRJNA546572	SAMN12837238	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Pacific Ocean	34.878866 S 179.071394 E	deep-sea hydrothermal deposit	marine hydrothermal vent biome [ENVO:01000030]	marine hydrothermal vent [ENVO:01000122]	deep-sea hydrothermal deposit	0.892	152832	319.2305882	910436	0.44	850	4	40
GCA_015522455.1_ASM1552245v1_genomic	GCA_015522455.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;unclassified Nanobdellati;Nanobdellati archaeon	95.02	2.86	82.66318895	PRJNA546572	SAMN12837237	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Pacific Ocean	34.878866 S 179.071394 E	deep-sea hydrothermal deposit	marine hydrothermal vent biome [ENVO:01000030]	marine hydrothermal vent [ENVO:01000122]	deep-sea hydrothermal deposit	0.935	7698	252.6102362	820106	0.43	1016	0	26
GCA_015522445.1_ASM1552244v1_genomic	GCA_015522445.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	78.18	0	79.99713785	PRJNA546572	SAMN12837239	Deep_Sea_Hydrothermal_Vent	hydrothermal vent metagenome	Pacific Ocean	34.878866 S 179.071394 E	deep-sea hydrothermal deposit	marine hydrothermal vent biome [ENVO:01000030]	marine hydrothermal vent [ENVO:01000122]	deep-sea hydrothermal deposit	0.93	4308	264.2568251	840625	0.47	989	1	16
GCA_016932815.1_ASM1693281v1_genomic	GCA_016932815.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Microcaldota;unclassified Microcaldota;Microcaldota archaeon	91.53	0.12	93.3471722	PRJNA690107	SAMN17241796	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.921	68288	313.1160131	1246214	0.53	1224	3	38
GCA_016931175.1_ASM1693117v1_genomic	GCA_016931175.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Nanobdellota;unclassified Nanobdellota;Nanobdellota archaeon	96.55	0.11	98.44577152	PRJNA690107	SAMN17241879	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.944	77901	258.7162662	886719	0.37	1082	4	36
GCA_016932875.1_ASM1693287v1_genomic	GCA_016932875.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Iainarchaeota;Candidatus Iainarchaeia;Candidatus Iainarchaeales;Candidatus Iainarchaeaceae;Candidatus Iainarchaeum;unclassified Candidatus Iainarchaeum;Candidatus Iainarchaeum sp.	89.93	1.23	85.83635276	PRJNA690107	SAMN17241793	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.931	12963	274.1303965	1000661	0.3	1135	1	34
GCA_016933455.1_ASM1693345v1_genomic	GCA_016933455.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Aenigmatarchaeota;unclassified Candidatus Aenigmatarchaeota;Candidatus Aenigmatarchaeota archaeon	89.16	0.48	89.0913317	PRJNA690107	SAMN17241767	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.936	45990	257.5575326	694169	0.41	843	3	32
GCA_016926295.1_ASM1692629v1_genomic	GCA_016926295.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Iainarchaeota;Candidatus Iainarchaeia;Candidatus Iainarchaeales;Candidatus Iainarchaeaceae;Candidatus Iainarchaeum;unclassified Candidatus Iainarchaeum;Candidatus Iainarchaeum sp.	79.36	0.06	81.13008111	PRJNA690107	SAMN17242129	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.932	13809	253.0342466	592378	0.4	730	3	31
GCA_016938695.1_ASM1693869v1_genomic	GCA_016938695.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	98.89	5.43	74.54717964	PRJNA690107	SAMN17244424	Freshwater	freshwater metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater	Fresh Water Biome	Freshwater	Freshwater	0.928	411490	313.3916555	1501420	0.3	1486	4	28
GCA_016927245.1_ASM1692724v1_genomic	GCA_016927245.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	100	0.11	101.8363808	PRJNA690107	SAMN17242080	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.911	59260	285.3939138	1109711	0.57	1183	2	26
GCA_016926395.1_ASM1692639v1_genomic	GCA_016926395.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	82.5	0.95	80.02603586	PRJNA690107	SAMN17242125	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.916	35651	296.8662846	1016835	0.32	1047	3	23
GCA_016932755.1_ASM1693275v1_genomic	GCA_016932755.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	89.53	0.51	89.05769839	PRJNA690107	SAMN17241798	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.941	14302	273.6544601	927099	0.42	1065	1	22
GCA_016935985.1_ASM1693598v1_genomic	GCA_016935985.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	92.48	0.93	90.49808973	PRJNA690107	SAMN17243312	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.919	216860	318.7847068	1398368	0.62	1347	2	21
GCA_016931255.1_ASM1693125v1_genomic	GCA_016931255.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Aenigmatarchaeota;unclassified Candidatus Aenigmatarchaeota;Candidatus Aenigmatarchaeota archaeon	93.23	0.04	95.61811511	PRJNA690107	SAMN17241878	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.933	150048	274.3001894	929379	0.47	1056	2	20
GCA_016931555.1_ASM1693155v1_genomic	GCA_016931555.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Iainarchaeota;Candidatus Iainarchaeia;Candidatus Iainarchaeales;Candidatus Iainarchaeaceae;Candidatus Iainarchaeum;unclassified Candidatus Iainarchaeum;Candidatus Iainarchaeum sp.	81.62	0.68	80.18747635	PRJNA690107	SAMN17241858	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.919	8609	252.2034483	952776	0.41	1160	1	19
GCA_016935155.1_ASM1693515v1_genomic	GCA_016935155.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	89.93	0.12	91.41670969	PRJNA690107	SAMN17243358	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.922	14908	248.5543933	771067	0.37	956	1	18
GCA_016928115.1_ASM1692811v1_genomic	GCA_016928115.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	91.53	0.55	91.15633147	PRJNA690107	SAMN17242036	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.909	56580	258.5192519	773797	0.33	909	4	16
GCA_016939415.1_ASM1693941v1_genomic	GCA_016939415.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Iainarchaeota;Candidatus Iainarchaeia;Candidatus Iainarchaeales;Candidatus Iainarchaeaceae;Candidatus Iainarchaeum;unclassified Candidatus Iainarchaeum;Candidatus Iainarchaeum sp.	85.08	0.21	86.20220596	PRJNA690107	SAMN17241923	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.936	22101	265.0090817	839123	0.55	991	2	16
GCA_016932355.1_ASM1693235v1_genomic	GCA_016932355.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Iainarchaeota;Candidatus Iainarchaeia;Candidatus Iainarchaeales;Candidatus Iainarchaeaceae;Candidatus Iainarchaeum;unclassified Candidatus Iainarchaeum;Candidatus Iainarchaeum sp.	84.59	0	86.66366809	PRJNA690107	SAMN17241821	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.914	14039	269.0445545	1068444	0.46	1212	1	15
GCA_016931955.1_ASM1693195v1_genomic	GCA_016931955.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Altarchaeota;unclassified Candidatus Altarchaeota;Candidatus Altarchaeota archaeon	92.36	0.36	92.88759324	PRJNA690107	SAMN17241841	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.941	45205	287.8873821	1550521	0.47	1696	2	14
GCA_016930415.1_ASM1693041v1_genomic	GCA_016930415.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	90.81	0.52	90.60286417	PRJNA690107	SAMN17241916	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.901	61056	302.3608964	1300433	0.5	1294	2	14
GCA_016926055.1_ASM1692605v1_genomic	GCA_016926055.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	85.96	1.2	82.0053406	PRJNA690107	SAMN17242136	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.93	12322	275.4349727	1620839	0.42	1830	1	14
GCA_016934325.1_ASM1693432v1_genomic	GCA_016934325.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Aenigmatarchaeota;unclassified Candidatus Aenigmatarchaeota;Candidatus Aenigmatarchaeota archaeon	78.68	0.15	80.28630802	PRJNA690107	SAMN17243389	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.904	51596	291.3000779	1238070	0.54	1283	1	14
GCA_016928155.1_ASM1692815v1_genomic	GCA_016928155.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	99.7	0.47	99.9867171	PRJNA690107	SAMN17242034	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.905	187687	300.0963211	1483426	0.45	1495	4	13
GCA_016929895.1_ASM1692989v1_genomic	GCA_016929895.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	92.02	1.28	87.76851895	PRJNA690107	SAMN17241946	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.912	19817	262.6420118	873022	0.34	1014	3	13
GCA_016929855.1_ASM1692985v1_genomic	GCA_016929855.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	80.29	0.38	80.41387101	PRJNA690107	SAMN17241948	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.876	11162	258.4135922	909952	0.44	1030	2	13
GCA_016933855.1_ASM1693385v1_genomic	GCA_016933855.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Altarchaeota;unclassified Candidatus Altarchaeota;Candidatus Altarchaeota archaeon	76.24	3.68	60.06865325	PRJNA690107	SAMN17241746	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.917	28662	295.9324818	1585831	0.52	1644	2	12
GCA_016935655.1_ASM1693565v1_genomic	GCA_016935655.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Altarchaeota;unclassified Candidatus Altarchaeota;Candidatus Altarchaeota archaeon	73.41	4.83	51.28334511	PRJNA690107	SAMN17243328	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.935	11135	260.2176227	1407565	0.51	1691	1	12
GCA_016935125.1_ASM1693512v1_genomic	GCA_016935125.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	93	1.1	89.5915922	PRJNA690107	SAMN17243354	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.853	15247	300.3137584	1257203	0.43	1192	1	11
GCA_016935265.1_ASM1693526v1_genomic	GCA_016935265.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	87.87	0.04	89.73230101	PRJNA690107	SAMN17243349	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.941	13323	252.0464666	827365	0.47	1033	0	11
GCA_016926175.1_ASM1692617v1_genomic	GCA_016926175.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Microcaldota;unclassified Microcaldota;Microcaldota archaeon	93.42	0.38	93.79821759	PRJNA690107	SAMN17242132	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.927	36011	276.3217021	1047127	0.43	1175	2	9
GCA_016932215.1_ASM1693221v1_genomic	GCA_016932215.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Aenigmatarchaeota;unclassified Candidatus Aenigmatarchaeota;Candidatus Aenigmatarchaeota archaeon	89	0.21	90.21197073	PRJNA690107	SAMN17241827	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.924	33415	290.6556291	1137756	0.48	1208	3	8
GCA_016935455.1_ASM1693545v1_genomic	GCA_016935455.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Microcaldota;unclassified Microcaldota;Microcaldota archaeon	86.89	0	88.94294235	PRJNA690107	SAMN17243339	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.939	12761	277.8219895	845148	0.4	955	1	8
GCA_016932735.1_ASM1693273v1_genomic	GCA_016932735.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Aenigmatarchaeota;unclassified Candidatus Aenigmatarchaeota;Candidatus Aenigmatarchaeota archaeon	90.59	0.29	91.80029537	PRJNA690107	SAMN17241802	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.926	209214	305.9722456	1176130	0.43	1189	4	6
GCA_016928835.1_ASM1692883v1_genomic	GCA_016928835.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	95.08	0.22	96.50861808	PRJNA690107	SAMN17241998	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.932	114087	306.7908623	1531415	0.37	1554	5	5
GCA_016932315.1_ASM1693231v1_genomic	GCA_016932315.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	90.87	0.23	92.1985641	PRJNA690107	SAMN17241823	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.884	90600	277.9233474	1338846	0.41	1422	2	5
GCA_016933095.1_ASM1693309v1_genomic	GCA_016933095.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	86.1	0	88.23821941	PRJNA690107	SAMN17241783	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.877	18899	283.3990826	1266225	0.49	1308	1	5
GCA_016935175.1_ASM1693517v1_genomic	GCA_016935175.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	93.57	0.21	94.88067444	PRJNA690107	SAMN17243352	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.891	52644	272.6344569	1223909	0.45	1335	0	5
GCA_016935095.1_ASM1693509v1_genomic	GCA_016935095.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	95.45	1.66	89.44684236	PRJNA690107	SAMN17243356	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.914	39236	294.799129	1773445	0.34	1837	1	4
GCA_016929255.1_ASM1692925v1_genomic	GCA_016929255.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	93.11	0.35	93.57569797	PRJNA690107	SAMN17241983	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.886	27002	295.7201987	1207989	0.51	1208	1	4
GCA_016934775.1_ASM1693477v1_genomic	GCA_016934775.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	88.84	1.79	81.83668667	PRJNA690107	SAMN17243383	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.923	7823	274.0332031	1364004	0.4	1536	1	3
GCA_016932615.1_ASM1693261v1_genomic	GCA_016932615.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Aenigmatarchaeota;unclassified Candidatus Aenigmatarchaeota;Candidatus Aenigmatarchaeota archaeon	96.8	0.82	95.0892782	PRJNA690107	SAMN17241807	Freshwater	freshwater sediment metagenome	"USA: Anadarko, OK, Zodletone Spring"	34.99562 N 98.68895 W	freshwater sediment	Freshwater sediment biome	sediment	sediment	0.919	60056	276.6569187	1263699	0.47	1402	4	2
GCA_026127875.1_ASM2612787v1_genomic	GCA_026127875.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Microcaldota;Candidatus Micrarchaeia;Candidatus Micrarchaeales;unclassified Candidatus Micrarchaeales;Candidatus Micrarchaeales archaeon	94.06	1.57	88.72148622	PRJNA789107	SAMN24046654	Acid_Mine_Drainage	mine drainage metagenome	South Korea: Ilgwang Mine	35.31 N 129.22 E	acid mine drainage	AMD biome	AMD	AMD	0.898	105432	282.4016245	1044024	0.5	1108	4	37
GCA_026127865.1_ASM2612786v1_genomic	GCA_026127865.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Microcaldota;Candidatus Micrarchaeia;Candidatus Micrarchaeales;unclassified Candidatus Micrarchaeales;Candidatus Micrarchaeales archaeon	97.53	0.51	97.69415246	PRJNA789107	SAMN24046653	Acid_Mine_Drainage	mine drainage metagenome	South Korea: Ilgwang Mine	35.31 N 129.22 E	acid mine drainage	AMD biome	AMD	AMD	0.913	268105	288.0772128	1004332	0.47	1062	3	20
GCA_023701075.1_ASM2370107v1_genomic	GCA_023701075.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Woesearchaeota;unclassified Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon	76.08	0.5	75.57405642	PRJNA741716	SAMN28659042	Groundwater_Subsurface_Cave	groundwater metagenome	Iran: Tehran	35.738528 N 51.259444 E	groundwater	groundwater microbiome	water	groundwater	0.921	9730	263.3113976	1261383	0.41	1474	1	20
GCA_035352775.1_ASM3535277v1_genomic	GCA_035352775.1	Nanobdellati-DPANN	root;cellular organisms;Archaea;Nanobdellati;Candidatus Pacearchaeota;unclassified Candidatus Pacearchaeota;Candidatus Pacearchaeota archaeon	98.08	3.25	84.60112382	PRJNA925477	SAMN32854525	Wastewater_Biogas_Landfill	wastewater metagenome	Japan	35.92 N 139.63 E	Activated sludge of municipal wastewater treatment plants	Env1320	Activated sludge	Env1320	0.913	348536	283.1414427	656544	0.33	707	4	46
