Assembly ID	Archaeal_Kingdom	Evaluated_on	Decision	Reason	Run
GCA_023638055.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCF_030627555.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_047555075.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_963990965.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_963979365.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964015355.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_937874295.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_937903085.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_963933005.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_943845165.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_958450395.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_959597175.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964222465.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_964406185.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964373535.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964621955.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964402745.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964643305.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_965658005.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_975957305.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_975965335.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_975956195.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_977896945.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_046483845.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_036625795.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_054183725.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_034932965.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_049279515.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_046761045.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_055181515.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_049618055.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_054031915.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_054863905.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_054862305.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_054328475.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_002010115.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_001402855.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_002709705.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_002722695.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_002718915.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_002685635.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_007121125.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_038740485.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_020854785.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_018263395.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_013290045.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_018830985.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_016294015.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_016297775.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_016926505.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_019561565.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_021108155.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_027006785.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_027374395.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_027316435.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_027320345.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_027373975.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_027373535.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_036749395.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_029936395.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_036158745.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_964573625.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964344655.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964409135.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964601175.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964397665.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964457475.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964363735.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964451055.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964593995.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_041305345.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_038046295.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_038045765.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_055147925.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_055185355.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_055187315.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_054032315.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_018304545.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_001787285.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_003663415.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_002792115.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_002687795.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_002689985.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_003695265.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_016866645.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_018221315.1	Nanobdellati-DPANN	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_018894675.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_018818705.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_018673515.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_018661705.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_023397215.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_017609885.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_053533395.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_027035585.1	Nanobdellati-DPANN	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_027330545.1	Nanobdellati-DPANN	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_027362975.1	Nanobdellati-DPANN	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_030591125.1	Nanobdellati-DPANN	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_964562925.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964562935.1	Thermoproteati-TACK	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_965248185.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_039793805.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_041575455.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_042138115.1	Thermoproteati-TACK	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_042137575.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_055178695.1	Thermoproteati-TACK	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_054005375.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_001917865.1	Thermoproteati-TACK	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_011039455.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_016838825.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_010028325.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_038824455.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_038727585.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_038886615.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_017601145.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_038836865.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_038885075.1	Thermoproteati-TACK	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_038850545.1	Thermoproteati-TACK	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_015520735.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_020832985.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_011771385.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_011773785.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_029786315.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_027048765.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_024464205.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_026014565.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_030059675.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_035449205.1	Thermoproteati-TACK	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_035635415.1	Thermoproteati-TACK	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCF_039545215.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCA_900111645.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_900111645.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_900116205.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_900773955.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_904067545.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_037031225.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCA_049697855.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_049697855.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_000226975.2	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_000504565.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_018132105.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCA_002509015.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_002509015.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_000189955.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCA_000189955.2	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_013388255.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCA_018436955.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_018436955.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_000223905.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCA_000223905.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_045221955.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_050886295.1	Thermoproteati-TACK	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_003967175.1	Thermoproteati-TACK	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCA_965564855.1	Thermoproteati-TACK	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCA_040893065.2	Thermoproteati-TACK	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_040893065.1	Thermoproteati-TACK	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_000015145.1	Thermoproteati-TACK	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCF_038875755.1	Thermoproteati-TACK	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCA_038875755.1	Thermoproteati-TACK	2025-02	Do_not_add	redundant (identical or same species as a retained genome)	ArchaeaHQ_v1.0_build
GCA_023705885.1	Promethearchaeati-Asgard	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_900116205.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_900773955.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_904067545.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_037031225.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_000226975.3	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_018132105.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_013388255.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_045221955.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_003967175.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_000015145.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_000802205.2	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_050886295.1	Thermoproteati-TACK	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_054772675.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_938075495.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_937888625.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964306135.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964305625.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964504055.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964597855.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964492795.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_964447715.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_041241635.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_044452105.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_055187955.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_054862185.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_001564145.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_028679985.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_002499915.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_002168385.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_007116915.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_012961645.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_013331335.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_012522645.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_018645435.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_018434725.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_017511365.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_023396455.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_027382195.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_027387255.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_027373015.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_029940455.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_030044965.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
GCA_028711405.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_029986025.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_029987355.1	Methanobacteriati-Euryarchaeota	2025-02	Add	in ArchaeaHQ v1.0	ArchaeaHQ_v1.0_build
GCA_029985355.1	Methanobacteriati-Euryarchaeota	2025-02	Do_not_add	quality (completeness<70 or contamination>10)	ArchaeaHQ_v1.0_build
